abreviation;nombreLibelle;libelle
sg;205;IonogrammeNA+K..sg
sg;205;CHOLESTANOL SG
sg;205;ALBUMINE sg
sg;205;C Dendritiques Sg
sg;205;Dosage A-D Sg
sg;205;GLUCOSE sg T2
sg;205;GLUCOSE sg T3
sg;205;Bioptérines Sg
sg;205;GLUCOSE sg T4
sg;205;ETHANOLAMINE sg
sg;205;GLUCOSE sg T5
sg;205;GLUCOSE sg T6
sg;205;GLUCOSE sg T7
sg;205;GLUCOSE sg T8
sg;205;GLUCOSE sg T9
sg;205;GLUCOSE sg T1
sg;205;LIPASE sg
sg;205;PROLINE sg
sg;205;TRIGLYCERIDES sg
sg;205;P 50 SG VEI
sg;205;SERINE sg
sg;205;ANSERINE sg
sg;205;DOS. BETABLOQ SG 1
sg;205;Id Antidép. Sg
sg;205;Id Hallucinogèn Sg
sg;205;IGG sg
sg;205;RESERVE ALCALINE sg
sg;205;VALINE  sg
sg;205;BETA 2  sg
sg;205;DOSAGE ANTIDEP SG
sg;205;LEISHMANIES sg
sg;205;LEUCINE SG
sg;205;GLUCOSE SG TPS 11
sg;205;HISTIDINE sg
sg;205;LEUCINE sg
sg;205;GLUCOSE SG TPS 10
sg;205;LDH PLEU/LDH SG
sg;205;GLUCOSE SG TPS 13
sg;205;GLUCOSE SG TPS 12
sg;205;GLUCOSE SG TPS 15
sg;205;ALPHA 2 sg
sg;205;GLUCOSE SG TPS 14
sg;205;PHENYL ALANINE sg
sg;205;HAPTOGLOBINE sg
sg;205;OSMOLALITE sg
sg;205;Kétamine Sg
sg;205;Prot elec int sg
sg;205;TOXOPLASMA PCR SG
sg;205;Commentaire elec sg
sg;205;ALPHA 1 sg
sg;205;Id Amp Op-Coca Sg
sg;205;HOMOCYSTEINE tot sg
sg;205;ARGININE sg
sg;205;POTASSIUM sg
sg;205;ISOLEUCINE sg
sg;205;seq  Env 41 sg tot
sg;205;SODIUM sg
sg;205;GLUCOSE sg T11
sg;205;CHLORE sg
sg;205;GLUCOSE sg T12
sg;205;I D ANTIDEP SG
sg;205;GLUCOSE sg T10
sg;205;Uroporphyrines sg
sg;205;GLUCOSE sg T15
sg;205;GLUCOSE sg T13
sg;205;GLUCOSE sg T14
sg;205;CARNOSINE sg
sg;205;PYRUVATE sg
sg;205;BETA 1  sg
sg;205;Com elec sg
sg;205;PREALBUMINE sg
sg;205;TRANSFERRINE sg
sg;205;MYOGLOBINE sg
sg;205;A2 MACROGLOBULINE SG
sg;205;bismuth sg
sg;205;LDH sg ( L ---> P )
sg;205;Id Benzodiaz.Sg
sg;205;Toxo Sg total:
sg;205;CK sg
sg;205;seq  integr sg tot
sg;205;ACIDES BILIAIRES SG
sg;205;Coproporphyrines sg
sg;205;AC OXALIQUE SG
sg;205;ID BETABLOQUANTS SG
sg;205;Dos Bétabloq. sg 1
sg;205;A 1 ANTITRYPSINE sg
sg;205;LEISHMANIE PCR SG
sg;205;TYROSINE  sg
sg;205;BUPRENORPHINE SG
sg;205;ALBUMINE NEPH SG
sg;205;Dos Bétabloq. sg 3
sg;205;Dos Bétabloq. sg 2
sg;205;EP REST HYDR SG HL
sg;205;CALCIUM sg arsenazo
sg;205;Manganèse sg
sg;205;ImmunoPhéno-CMF SG
sg;205;RECH SG DANS SELLES
sg;205;PHOSPHORE sg
sg;205;TAURINE sg
sg;205;Protoporphyrines sg
sg;205;AMP cyclique sg
sg;205;HIV1 GP41 ADN SG TOT
sg;205;GLYCINE sg
sg;205;CUIVRE sg
sg;205;UREE sg
sg;205;AC.URIQUE sg
sg;205;ACIDE URIQUE SG
sg;205;BETA2  MICRO sg
sg;205;Id Bétabloquants Sg
sg;205;CYSTATINE C sg
sg;205;SELENIUM sg
sg;205;PALUDISME PCR SG
sg;205;ALUMINIUM sg
sg;205;PLOMB sg
sg;205;PROTEINES sg elec
sg;205;ZINC sg
sg;205;FER sg
sg;205;Ornithine sg
sg;205;ID HALLUCINOGENES SG
sg;205;I D BENZODIAZ SG
sg;205;GLUTAMINE sg
sg;205;AC SIALIQUE SG
sg;205;Cobalt sg
sg;205;Ac sialique sg
sg;205;Ac GLUTAMIQUE sg
sg;205;Cholinesterase sg
sg;205;A1 ANTITRYPSINE SG
sg;205;DOSAGE BENZOD.SG 3
sg;205;DOSAGE BENZOD.SG 1
sg;205;DOSAGE BENZOD.SG 2
sg;205;PSG.Sg/poche
sg;205;E.C ANGIOTENS.sg
sg;205;HYDROXYLYSINE sg
sg;205;Ac ASPARTIQUE sg
sg;205;PCR Leishmanies sg
sg;205;Dos  Barbitur. sg
sg;205;CHROME sg
sg;205;AC.CITRIQUE sg
sg;205;I D AMP OP-COCA SG
sg;205;LYSINE sg
sg;205;Concl AcAminés Sg
sg;205;METHADONE SG
sg;205;Dosage Benzo sg 2
sg;205;Dosage Benzo sg 1
sg;205;MAGNESIUM sg
sg;205;SARCOSINE sg
sg;205;KETAMINE SG
sg;205;Dosage Benzo sg 3
sg;205;GGT sg
sg;205;IGM sg
sg;205;PROTEINES sg
sg;205;CITRULLINE sg
sg;205;CREATININE sg
sg;205;THREONINE sg
sg;205;OSMOLARITE CALC sg
sg;205;CALCIUM CORRIGE SG
sg;205;CYSTATHIONINE sg
sg;205;GLUCOSE sg
sg;205;H.CHLOROQUINE SG
sg;205;BILIRUBINE TOT SG
sg;205;GLUCOSE SG TPS 7
sg;205;RBP sg
sg;205;Rec sg dans selles
sg;205;GLUCOSE SG TPS 8
sg;205;GLUCOSE SG TPS 9
sg;205;GLUCOSE SG TPS 3
sg;205;GLUCOSE SG TPS 4
sg;205;GLUCOSE SG TPS 5
sg;205;GLUCOSE SG TPS 6
sg;205;HYDROXYPROLINE sg
sg;205;PROT.AMYLOIDE A sg
sg;205;Id Phénothiaz. Sg
sg;205;Alpha  ALANINE sg
sg;205;REC.MICROFILAIRE SG
sg;205;ACIDE SIELIQUE SG
sg;205;GLUCOSE SG TPS 1
sg;205;GLUCOSE SG TPS 2
sg;205;ALLOISOLEUCINE sg
trychoph;1;m205 Trychoph.rub
fibrinogene;3;EtudeFibrinogène
fibrinogene;3;FibrinogèneAntigèn
fibrinogene;3;FibrinogèneClauss
pyo;1;TR.SERO.PYO MUCOVISC
plasm;3;HISTAMINE PLASM.
plasm;3;AMMONIAC plasm.vein
plasm;3;LymphPlasmMonAno
dn;1;DN
microorga;1;MX1 MEL MICROORGA.
sars;3;PCR SARS/Ecouvill
sars;3;PCR SARS/lba
sars;3;PCR SARS/Sécrét°
voie;1;FACTS.VOIE ENDOGENE
epinephrine;1;CollEpinéphrine
serot;2;Sérot.Marquée sér
serot;2;PAT.GREF.SEROT
patient;2;TpsReptilasePatient
patient;2;RéticulocytesPatient
or;3;CYTOB.OR.MOY/SINUS
or;3;CYTOB.OR.MOY/SIN N2
or;3;CYTOB.OR.MOY/SIN N3
cmgc;1;Cul.Bartonella CMGC
mycoplasm;2;CULT.MYCOPLASM.N2
mycoplasm;2;IDENT.MYCOPLASM.N°2
bnp;1;BNP DXI
peripheriques;1;Sect.Périphériques
hltv;1;Index HLTV =
pap;2;ETIQ.GENO PAP.BIOPS
pap;2;ETIQ.GENO PAP.UTERUS
igg;3;AC A-PROTHROMB IGG/M
igg;3;Titre.IgG SER lyme
igg;3;IGG/Creat
blqpe;1;F AER.Liq PoncBLQPE
envoi;1;Températ.envoi ?
tryp;4;IFI Tryp.Afr. IgG:
tryp;4;IFI TrypAFRIC IgG:
tryp;4;IFI TrypAFRIC IgM
tryp;4;IFI Tryp.Afr. IgM:
tp;9;TP INR (SAC)
tp;9;CREATININE ur tp 2
tp;9;TP réception
tp;9;CREATININE ur tp 1
tp;9;TP INR AVK
tp;9;CREATININE ur tp 0
tp;9;TP AVK LONG COURS
tp;9;CREATININE ur tp 4
tp;9;CREATININE ur tp 3
autres;2;BAC BIOPS.AUTRES
autres;2;AutresCellLiqBio
carbape;1;Rec.carbapé.BCARB
pat;4;IDENT. PAT.SOURCE
pat;4;PAT.GREF.SEROT
pat;4;TmpsThrombinePat
pat;4;Sérothèque pat.gref
fas;2;FasL SOLUBLE+IL10
fas;2;FasL Soluble + IL10
chol;1;Précurseurs du chol.
metho;1;Rapport Métho/Creat
microsporidie;1;REC.MICROSPORIDIE SE
antistaphylolysi;1;SER.ANTISTAPHYLOLYSI
anus;1;CARTO PVT ANUS/RECT.
pacif;1;f58 calamar pacif.
richlora;1;Ac TrichloraC.Ur
bas;1;HPVrisque bas/indéte
mega;1;MégaComQuant
cysti;1;Cysti.Qualitatif:
hemorragiqu;2;fièvres hémorragiqu.
hemorragiqu;2;FIEVRES HEMORRAGIQU.
ena;1;INT.ENA DOUT:30à40
phtal;1;k79 anhyd.phtal.
im;1;T°env=Im.amb/carb D
cmf;4;CMF GLYCOP.MB DIVERS
cmf;4;Ac surface plq CMF
cmf;4;AC SURFACE PLAQ CMF
cmf;4;TEST MEPACRINE CMF
mucopolysacc;2;MUCOPOLYSACC. URINES
mucopolysacc;2;MUCOPOLYSACC. ur
carbapenem;1;RECH.ETB CARBAPENEM.
gono;19;R.pcr.N.gonoMaté
gono;19;REC.N.Gono N2
gono;19;R.pcr.N.gono PUS
gono;19;R.pcr.N.gono URI
gono;19;R.pcr.N.gono LCR
gono;19;R.pcr.N.gono Sou
gono;19;R.pcr.N.gono GENI
gono;19;R.pcr.N.gono VAGI
gono;19;REC.N.GONO
gono;19;R.pcr.N.gono LIQ
gono;19;RECH.N.GONO
gono;19;R.pcr.N.gono SB
gono;19;R.pcr.N.gono OEIL
gono;19;R.pcr.N.gono BIOP
gono;19;R.pcr.N.gono LBA
gono;19;RECH.N.GONO N°2
gono;19;R.pcr.N.gono ORL
gono;19;R.pcr.N.gono souche
gono;19;R.pcr.N.gono AP uri
tularens;4;PCR.F.TULARENS./LIQ
tularens;4;PCR.F.TULARENS./PVT
tularens;4;PCR.F.TULARENS./ORL
tularens;4;PCR.F.TULARENS./SOU
apres;5;Id.après séquençage:
apres;5;Id.après séquenç.N2
apres;5;Id.après séquenPvt1
apres;5;Id.après séquenPvt3
apres;5;Id.après séquenPvt2
thromboplas;1;Thromboplas.Dil_G
thrombine;2;GénThrombineLatence
thrombine;2;TmpsThrombinePat
lim;1;Date lim.envoi:
hgprt;3;HGPRT
hgprt;3;HGPRT OU APRT
hgprt;3;HGPRT ou  APRT
souche;3;Ident.souche fongiq.
souche;3;IDEN.SOUCHE FONG.N 2
souche;3;IDEN.SOUCHE FONGIQUE
cs;3;CryoCs Embryons/C/A
cs;3;CryoCsSp ICSI/P/An
cs;3;CryoCsSperme/P/An
coel;1;InterprétationM.Coel
vein;2;AMMONIEMIE VEIN.
vein;2;AMMONIAC plasm.vein
analyse;2;analyse.pvt.spermEp
analyse;2;ANALYSE.PVT.SPERM.EP
tps;47;Elim  P tps 1
tps;47;PARATHORMONE TPS 2
tps;47;PARATHORMONE TPS 1
tps;47;Elim  P tps 3
tps;47;PARATHORMONE TPS 4
tps;47;Elim  P tps 2
tps;47;PARATH 4 TPS (1-4)
tps;47;PARATHORMONE TPS 3
tps;47;PARATHORMONE TPS 6
tps;47;PARATHORMONE TPS 5
tps;47;PARATHORMONE TPS 8
tps;47;PARATHORMONE TPS 7
tps;47;AC URIQUE UR TPS 3
tps;47;PHOSPHORE UR 3 TPS
tps;47;AC URIQUE UR TPS 1
tps;47;AC URIQUE UR TPS 2
tps;47;Tps Occlusion PFA100
tps;47;CA UR TPS 1
tps;47;CA UR TPS 3
tps;47;CA UR TPS 2
tps;47;HYPERGLYC TPS -15
tps;47;GLUCOSE SG TPS 7
tps;47;PHOSPHORE ur Tps 2
tps;47;PARATHORM MULTI TPS
tps;47;GLUCOSE SG TPS 8
tps;47;PHOSPHORE ur Tps 3
tps;47;GLUCOSE SG TPS 9
tps;47;HYPERGLYC TPS -30
tps;47;GLUCOSE SG TPS 3
tps;47;PHOSPHORE UR TPS 2
tps;47;TPS GLUCOSE MALAISE
tps;47;GLUCOSE SG TPS 4
tps;47;PHOSPHORE UR TPS 3
tps;47;GLUCOSE SG TPS 5
tps;47;GLUCOSE SG TPS 6
tps;47;PHOSPHORE UR TPS 1
tps;47;TpsReptilasePatient
tps;47;PHOSPHORE ur Tps 1
tps;47;CALCIURIE 3 TPS
tps;47;GLUCOSE SG TPS 1
tps;47;GLUCOSE SG TPS 11
tps;47;GLUCOSE SG TPS 2
tps;47;GLUCOSE SG TPS 10
tps;47;GLUCOSE SG TPS 13
tps;47;GLUCOSE SG TPS 12
tps;47;GLUCOSE SG TPS 15
tps;47;GLUCOSE SG TPS 14
dep;2;Dép.BSARM /site
dep;2;Ac A-Granuloc.Dép
indifferenciees;1;C.Indifférenciées %
basophiles;1;BasophilesLiqBio
ovocytes;4;Réchauff.Ovocytes
ovocytes;4;CONG.VITRIF.OVOCYTES
ovocytes;4;CongVitrifiOvocytes
ovocytes;4;RECHAUFF.OVOCYTES
interc;1;AC ANTI-SUBS.INTERC
prelev;1;PRELEV.PELVIEN
bronch;3;CYTOB.ASP.BRONCH.
bronch;3;Mycologie A.bronch.
bronch;3;MYCO ASP.BRONCH
bac;4;Puis.bac.tot sslot:
bac;4;BAC.LIQ.PVT.ORGANE5J
bac;4;BAC.LQ FL.ANA SEUL
bac;4;BAC.LQ FL.AER SEUL
pcr;813;PCR HSV/secrétions
pcr;813;PCR ADENO LIQUIDE
pcr;813;PCR TROPH.WHIPPELII
pcr;813;MYCOBACT PCR N2
pcr;813;PCR Rotavirus/Ec.
pcr;813;PCR ZIKA/PVT DIVERS
pcr;813;PCR HSV HUM.AQUEUS
pcr;813;PCR Grip.A H1/LiqB
pcr;813;PCR Pool2/Sécré°.
pcr;813;PCR Oreill/Liq.b
pcr;813;PCR Listeria monocyt
pcr;813;R.pcr.C.psittaPUS
pcr;813;PNEUMOCYST PCR LPLEU
pcr;813;PCR CMV/Liq.bio
pcr;813;PCR.N.meningo./BIOP
pcr;813;R.pcr.U.parvumRESP
pcr;813;PCR LISTERIA
pcr;813;PCR.B.MALLEI/PVT
pcr;813;PCR.GENE.R SAUR/ART
pcr;813;PCR CMV/Séc.respir
pcr;813;PCR Grip.B/Sécré.
pcr;813;PCR Adéno/Sécré.
pcr;813;PCR Grip.B/Liq.bio
pcr;813;PCR EBV/Biopsie
pcr;813;R.pcr.M.hominisBio
pcr;813;PCR.M.hominis/SOUC
pcr;813;REC.TOXOPLAS.SG PCR
pcr;813;PCR Rhino/Ecouv
pcr;813;PCR TOSCANA/LCR
pcr;813;PCR Rhino/LCR
pcr;813;PCR EBV/Liq.bio.
pcr;813;PCR HHV6 MOELLE
pcr;813;PCR VRS B/Biopsie
pcr;813;PCR.N.MENINGO./LCR
pcr;813;R.pcr.M.pneumoOEIL
pcr;813;PCR GRIP.MULTI SECRE
pcr;813;PCR Grip.AH1N1/Biop
pcr;813;PCR Corona/selles
pcr;813;PCR Norovirus I
pcr;813;PCR ENTER ECOUVILLON
pcr;813;PCR Grip.B/LiqBio
pcr;813;PCR Grip.B/Ecou 2
pcr;813;PCR Grip.B/Ecou 3
pcr;813;R.pcr.K.kingaeART
pcr;813;PCR HHV8 SANG
pcr;813;PCR.S.aureus/LIQ
pcr;813;PCR Entéro/Ecouv.
pcr;813;PCR VRS A/LCR
pcr;813;PCR Y.PESTIS/LIQ
pcr;813;R.pcr.Chl.trachORL
pcr;813;PCR.C.TRACH/PUS APTI
pcr;813;PCR Corona/EcoN°2
pcr;813;PCR Corona/EcoN°3
pcr;813;PCR EBV /LIQUIDE
pcr;813;PCR Ebola/sang tot.
pcr;813;R.pcr.H.pyloriBIOP2
pcr;813;PCR HHV6  BIOPSIE
pcr;813;PCR HSV SECRE
pcr;813;PCR.C.TRACHO/PUS
pcr;813;PCR.UREAPLASMA/PUS
pcr;813;TOXOPLASMA PCR SG
pcr;813;PCR RESP. LBA
pcr;813;PCR CHIKUNG. PLASMA
pcr;813;R.pcr.g.mecA Orl
pcr;813;R.pcr.C.psittaLIQ
pcr;813;R.pcr.M.hominisUR
pcr;813;PCR Grip.B/EcoN°3
pcr;813;PCR Parainfl/Ecou
pcr;813;PCR ENTERO LIQUIDE
pcr;813;PCR Corona/liq bio.
pcr;813;R.pcr.U.parvumSche
pcr;813;PCR Grip.B/EcoN°2
pcr;813;PCR WEST-NILE LIQUID
pcr;813;PCR VRS A/Ecouvil
pcr;813;Typ.pcr.C.trach Ur
pcr;813;PCR.C.PNEUMO./RESP
pcr;813;PCR Y.PESTIS/PVT
pcr;813;PCR HSV/moelle
pcr;813;PCR ENTERO SELLES
pcr;813;PCR Grip.B/LCR
pcr;813;Typ.pcr.C.trachPus
pcr;813;PCR VHE/plasma
pcr;813;LEISHMANIE PCR BIOP
pcr;813;PCR Bocavirus/LiqBi
pcr;813;R.pcr.F.tular.Orl
pcr;813;PCR Toscana LCR
pcr;813;PCR.S.aureus/RESP
pcr;813;PCR W.Nile/plasma
pcr;813;PCR VRS B/LiqBio.
pcr;813;PCR Grip.A H3/Ecou
pcr;813;PCR.M.HOMINIS/PUS
pcr;813;PCR RESP. LCR
pcr;813;PCR CMV/Ecouvill 2
pcr;813;PCR CMV/Ecouvill 3
pcr;813;R.pcr.HPmacro 2
pcr;813;PCR RESP. BIOPSIE
pcr;813;PCR VRS B/LCR
pcr;813;PCR Pool1/Liq.bio
pcr;813;PCR HSV/écouvillon3
pcr;813;PCR W.Nile/liquide
pcr;813;PCR HSV/écouvillon2
pcr;813;PCR HSV/écouvillon1
pcr;813;TYP.PCR N.meni/BIOP
pcr;813;R.pcr.B.pertusRES
pcr;813;R.pcr.g.mecA Oeil
pcr;813;R.pcr.Chl.tracLCR
pcr;813;PCR Adéno/Lba
pcr;813;PCR HTLV  lcr
pcr;813;pcr.Chl.rDNA23Sres
pcr;813;PCR B19 LBA
pcr;813;PCR.B.pertuss/LBA
pcr;813;PCR.H.PYLORI/BIOP
pcr;813;PCR Entéro/LBA
pcr;813;PCR PAN-FONGIQUE
pcr;813;PCR HHV6 SECRE
pcr;813;PCR B19 ECOUVILLON
pcr;813;PCR HHV8 QUANTI
pcr;813;PCR CMV/Moel.oss
pcr;813;PCR EBV MOEL.OSSEUSE
pcr;813;PCR GripA/Lba
pcr;813;PCR Grip.AH1N1/Ecou
pcr;813;LEISHMANIE PCR MOELL
pcr;813;PCR CMV ECOUVI. 3
pcr;813;PCR CMV ECOUVI. 2
pcr;813;PCR HAV
pcr;813;PCR Zika LCR
pcr;813;PCR CMV/Urines
pcr;813;PCR GRIP. MULTI ECOU
pcr;813;PCR.S.AUREUS/ART
pcr;813;R.pcr.S.pneumLIQ
pcr;813;PCR SARS LBA
pcr;813;R.pcr.M.pneumoBIOP
pcr;813;PCR EBV/Séc.resp.
pcr;813;PCR EBOLA/DIVERS
pcr;813;PCR Métapneu/EcoN°3
pcr;813;PCR.C.trach/ORLaptim
pcr;813;PCR Métapneu/EcoN°2
pcr;813;PCR GRIP H5N1 SECRE°
pcr;813;R.pcr.M.hominisSB
pcr;813;PCR Grip.A/LCR
pcr;813;R.pcr.F.tular.Sou
pcr;813;PCR Adénovirus
pcr;813;PCR.M.HOMINIS/LIQ
pcr;813;PCR pan-fongique
pcr;813;TYP.PCR N.meni/ORL
pcr;813;PCR.C.PSITTACI/OEIL
pcr;813;PCR Entéro/LCR
pcr;813;PCR Parainfl/Lba
pcr;813;PCR Bocavirus/Lba
pcr;813;PCR Corona/Sécré.
pcr;813;PCR OREIL.BIOPSIE
pcr;813;PCR B19 LIQUIDE BIO
pcr;813;PCR VZV LIQUIDE
pcr;813;PCR.K.KINGAE/ART
pcr;813;PCR Oreill/Lcr
pcr;813;PCR Oreill/Biopsie
pcr;813;PCR RESP. ECOUV 2
pcr;813;PCR LEPTOSPIRA
pcr;813;PCR Grip.A H1/Sécré
pcr;813;PCR Parainfl/LiqBio
pcr;813;R.pcr.M.hominSouch
pcr;813;PCR HHV8/sang
pcr;813;PCR.C.TRACHO/URIN
pcr;813;R.pcr.M.pneumoLIQ
pcr;813;PCR Rhino/Sécr
pcr;813;PCR.C.JEJUNI/LCR
pcr;813;PCR BK SANG
pcr;813;R.pcr.B.mallei Liq
pcr;813;PCR Adéno/EcoN°2
pcr;813;PCR Adéno/EcoN°3
pcr;813;PCR.N.meningo./SOUC
pcr;813;PCRquantiHEPATITE E
pcr;813;PCR.UREAPLASMA/BIOP
pcr;813;R.pcr.U.parvumBIOP
pcr;813;R.pcr.M.pneumoRESP
pcr;813;R.pcr.S.pneumLCR
pcr;813;PCR Oreill/Sang
pcr;813;PCR Adénovirus/Ec.
pcr;813;PCR EBV/Moel.oss.
pcr;813;PCR Brucella
pcr;813;PCR.gèn.R STAPH/OEI
pcr;813;R.pcr.Chl.tracLIQ
pcr;813;PCR.C.TRACHO/LQ
pcr;813;R.pcr.C.psittaLCR
pcr;813;R.pcr.Y.pestis Sou
pcr;813;PCR EBV LBA
pcr;813;R.pcr.C.pneumo ORL
pcr;813;R.pcr.Chl.tracSouc
pcr;813;R.pcr.typN.men LIQ
pcr;813;PCR.M.HOMINIS/GENI
pcr;813;PCR HEPATITE A
pcr;813;PCR Mucorales
pcr;813;PCR Entéro/Sécr
pcr;813;PCR Coxiella burnett
pcr;813;R.pcr.B.mallei ORL
pcr;813;PCR EBOLA SELLES
pcr;813;Typ.pcr.C.trachOei
pcr;813;R.pcr.S.aureusORL
pcr;813;PNEUMOCYST PCR LPL
pcr;813;pcr.Chl.rDNA23Slba
pcr;813;PCR.C.TRACHO/SOU
pcr;813;R.pcr.Chl.trachSB
pcr;813;R.pcr.BGAPDH 2
pcr;813;PCR HHV8
pcr;813;R.pcr.U.parvumLIQ
pcr;813;PCR VZV/hum.aqueus
pcr;813;PCR CMV SELLES
pcr;813;PCR Grip.A H3/LCR
pcr;813;PCR.C.PSITTACI/LCR
pcr;813;R.pcr.Chl.tracGENI
pcr;813;PCR HHV6 LBA
pcr;813;PCR.B.ANTHRACIS/ORL
pcr;813;PCR Métapneu/Lba
pcr;813;Typ.pcr.C.trachMat
pcr;813;PCR VRS A Lba
pcr;813;PCR VRS B/EcoN°3
pcr;813;PCR VRS B/EcoN°2
pcr;813;PCR Grip.A H3/LBA
pcr;813;PCR.M.pneumo./SOUC
pcr;813;PCR W.Nile/LCR
pcr;813;PCR.M.PNEUMO./BIOP
pcr;813;PCR HHV6 LCR
pcr;813;R.pcr.U.urealyLIQ
pcr;813;PCR VARIOLE ECOUVIL.
pcr;813;PCR ENTERO BIOPSIE
pcr;813;PCR Grip.AH1N1/EcoN3
pcr;813;R.pcr.N.gono OEIL
pcr;813;PCR Grip.AH1N1/EcoN2
pcr;813;PCR HHV6 SANG
pcr;813;PCR Adéno/sécrét°
pcr;813;Typ.pcr.C.trachSou
pcr;813;PCR VZV/sécrétions
pcr;813;R.pcr.M.hominisLIQ
pcr;813;N° PCR CHLAM TRAC
pcr;813;PCR.C.PSITTACI/BIOP
pcr;813;PCR COX.BURNETTI
pcr;813;R.pcr.S.aureusLiq
pcr;813;PCR ZIKA/LCR
pcr;813;PCR Parainfl/EcoN°3
pcr;813;PCR Parainfl/EcoN°2
pcr;813;PCR.F.TULARENS./LIQ
pcr;813;PCR Rotavirus
pcr;813;Typ.pcr.C.trachLBA
pcr;813;PCR CMV/Biopsie
pcr;813;R.pcr.U.parvumPUS
pcr;813;PCR B19/sécrétions
pcr;813;PCR Corona/LiqBio.
pcr;813;PCR VZV ECOUVILLON
pcr;813;R.pcr.B.pertussSouc
pcr;813;PCR BK LIQUIDE
pcr;813;PCR EBV BIOPSIE
pcr;813;PCR Enté/LiqBi
pcr;813;PCR VHE PLASMA
pcr;813;PCR Métapneu/Biop.
pcr;813;PCR.M.HOMINIS/URI
pcr;813;PCR Parainfl/LCR
pcr;813;PCR.M.GriffeChatAdén
pcr;813;R.pcr.N.gono URI
pcr;813;R.pcr.g.mecA Respi
pcr;813;PCR HHV8/secrétions
pcr;813;R.pcr.B.mallei sou
pcr;813;PCR EBV /SANG TOTAL
pcr;813;PCR ADENO URINES
pcr;813;PCR VRS A/Sécré.
pcr;813;Rech/pcr.B.ant.capA
pcr;813;PCR RESP. ECOUVILL
pcr;813;PCR CORONA SECRETION
pcr;813;PCR VARIOLE LIQUIDE
pcr;813;PCR.M.pn./bouillon +
pcr;813;PCR Ebola divers
pcr;813;PCR VZV SANG
pcr;813;PCR ASPERGILLUS
pcr;813;PCR HHV8/LBA
pcr;813;PCR.C.TRACH/ANU APTI
pcr;813;PCR RICKETTSIA
pcr;813;Typ.pcr.C.trachBio
pcr;813;R.pcr.C.psittaciLBA
pcr;813;TR.PCR Coxi.burnetti
pcr;813;PCR Parainfl/Sécré
pcr;813;PCR Norovirus II
pcr;813;PCR GripA/Sécré°.
pcr;813;PCR.F.TULARENS./PVT
pcr;813;R.pcr.M.hominisPUS
pcr;813;PCR.C.PSITTACI/LBA
pcr;813;PCR JC/Sang tot
pcr;813;PCR CORONA SELLES
pcr;813;PCR CMV/LCR
pcr;813;R.pcr.M.pneu.bouill
pcr;813;PCR Corona/biopsie
pcr;813;pcr.Chl.rDNA23Slcr
pcr;813;R.pcr.Y.pestis Liq
pcr;813;PCR Adéno/LiqBio.
pcr;813;R.pcr.U.urealyLCR
pcr;813;R.pcr.N.gono VAGI
pcr;813;PCR.S.aureus/SOUC
pcr;813;PCR CMV HUM.AQUEUSE
pcr;813;PCR Corona/E.rectal
pcr;813;R.pcr.typN.men SOU
pcr;813;REC.TOXOP.BIOPS PCR
pcr;813;Rech/pcr.B.ant.pag:
pcr;813;PCR GRIP.MULTI LBA
pcr;813;PCR CMV SEC.RESPIRAT
pcr;813;PCR Grip.A/Sécré.
pcr;813;PCR MULT.GASTRO/ECOU
pcr;813;PCR CMV/LBA
pcr;813;PCR.C.PNEUMO./LIQ
pcr;813;PCR CMV LBA
pcr;813;PCR.gèn.R STAPH/LIQ
pcr;813;PCR Norovirus I/Ec.
pcr;813;PCR Corona/Lba
pcr;813;R.pcr.M.hominisLCR
pcr;813;PCR HHV8 LCR
pcr;813;R.pcr.Chl.trach URI
pcr;813;PCR Bocavirus/Eco2
pcr;813;PCR Rougeole/Sécré.
pcr;813;PCR.C.trach/VAGaptim
pcr;813;PCR Adéno/Moelle
pcr;813;PCR JC SANG
pcr;813;PCR VRS B/Lba
pcr;813;PCR HHV8 LBA
pcr;813;PCR.C.TRACHO/GENI
pcr;813;PCR.C.PSITTACI/PUS
pcr;813;PCR Grip.A H1/LCR
pcr;813;REC.TOXOPLAS.LCR PCR
pcr;813;pcr.Chl.rDNA23Sliq
pcr;813;R.pcr.Chl.trachLBA
pcr;813;PCR.N.MENINGO./LIQ
pcr;813;PCR Grip.A H3/Liq B
pcr;813;PCR EBV/LBA
pcr;813;PCR Rickettsia
pcr;813;PCR GRIP H5N1 LBA
pcr;813;R.pcr.Chl.trach OEI
pcr;813;TR.PCR T.whipplei
pcr;813;PCR CMV/Ecouvillon
pcr;813;R.pcr.S.aureus SOU
pcr;813;R.pcr.g.mecA Sou
pcr;813;PCR ADENO ECOUVILLON
pcr;813;TOXOPLASMA PCR BIOP
pcr;813;R.pcr.BGAPDH:
pcr;813;PCR Corona/Ecouvil
pcr;813;R.pcr.Chl.tracBIOP
pcr;813;R.pcr.N.gono SB
pcr;813;PCR Grip.B/biopsie
pcr;813;PCR Métapneu/LiqBio
pcr;813;PCR MUCORALES
pcr;813;PCR Corona/lba
pcr;813;R.pcr.Chl.trachLCR
pcr;813;PCR OREIL.SECRETION
pcr;813;PCR Astrovirus/Ec.
pcr;813;PCR.N.meningo./ORL
pcr;813;PCR GRIP H5N1 L.BIO
pcr;813;PCR EBV/Ecouvillon
pcr;813;PCR Zika/plasma
pcr;813;PCR Adéno/hum.aqu.
pcr;813;PCR.M.PNEUMO./ORL
pcr;813;PCR.S.aureus/OEIL
